10,10,10,8,7,8,6,8,8,7,8,6,7,7,9,8,8,8,9,7,8,8,8,7,9,8,9,10,10,11,11,11,14,24,47,71,75,53,35,27,21,18,15,10,9,8,8,10,10,8,8,8,8,8,8,8,9,8,10,10,9,11,13,15,14,12,11,9,8,8,8,9,8,8,9,7,10,10,10,8,10,10,10,8,8,7,7,8,8,8,8,7,10,8,8,10,13,12,11,9
11,13,9,8,8,7,7,8,6,8,8,8,7,8,7,7,9,9,6,9,9,9,8,8,8,8,8,11,13,12,11,11,15,32,64,98,102,77,52,39,31,28,21,12,8,10,9,8,8,8,8,8,7,8,9,8,8,10,8,10,10,10,11,11,12,11,10,9,9,7,8,9,8,9,9,9,9,8,9,10,9,8,9,7,8,9,8,9,9,10,7,9,9,8,8,10,13,13,12,11
11,11,9,8,8,7,7,8,7,7,8,8,8,7,9,7,8,9,7,7,9,9,9,9,7,8,9,11,13,12,14,14,19,33,57,89,92,71,55,46,45,42,35,18,11,9,9,8,8,8,8,8,8,8,9,10,9,10,9,9,9,9,11,11,12,11,9,9,8,9,8,7,8,8,9,8,10,9,9,8,11,8,10,7,9,8,8,7,7,8,8,8,7,7,10,10,12,12,12,11
9,8,8,7,8,8,7,8,9,8,7,9,8,8,8,7,7,8,8,8,8,9,8,9,8,8,9,10,12,17,19,21,17,22,33,47,48,42,40,39,38,44,37,22,11,8,8,8,8,9,8,8,7,8,9,10,9,10,10,10,10,10,9,12,10,9,10,9,9,9,8,8,8,8,9,7,9,10,9,9,8,9,8,7,8,8,7,9,6,9,7,8,8,9,7,10,9,10,10,10
9,8,8,10,9,9,8,11,10,9,8,8,9,8,7,7,8,7,8,8,9,7,7,9,7,8,9,11,13,18,20,19,15,13,16,21,22,21,23,21,26,30,28,18,11,11,9,9,9,8,8,8,8,7,9,9,9,9,10,8,9,9,9,11,12,10,10,8,7,8,8,8,7,8,8,8,9,10,9,9,10,9,9,8,9,8,7,9,8,9,8,8,8,8,7,10,9,9,11,10
8,9,9,9,8,10,9,12,12,11,10,9,8,7,9,8,8,8,9,7,7,8,7,8,8,8,9,10,11,17,15,15,12,12,12,16,17,15,14,15,14,17,16,11,9,9,10,9,8,8,9,6,9,8,9,9,9,8,9,9,9,9,10,11,12,11,9,8,8,8,8,8,8,10,7,10,10,11,9,8,8,8,8,8,8,8,8,9,7,7,7,8,8,8,8,7,9,10,8,10
8,8,8,9,8,8,12,11,15,16,14,12,9,8,9,8,7,7,7,8,9,8,8,8,9,9,9,8,10,12,11,12,10,11,12,13,13,13,13,13,10,11,12,9,9,10,10,9,10,8,9,9,8,9,8,8,9,9,8,9,9,8,9,11,12,12,11,9,7,8,8,8,8,7,10,10,10,9,8,8,9,6,8,9,8,8,8,8,7,7,8,6,8,8,9,8,9,10,11,11
8,8,7,8,8,10,10,15,20,26,24,17,12,9,8,9,7,7,8,8,7,8,7,9,9,8,9,10,9,10,10,10,9,9,7,11,12,12,11,11,10,10,10,9,8,9,9,8,8,9,9,9,7,9,9,10,12,9,10,9,9,8,8,11,13,11,10,9,8,9,8,10,8,8,9,10,10,9,10,9,9,9,8,9,8,7,7,7,7,8,7,7,7,9,8,10,9,11,13,10
9,10,9,9,9,10,12,18,25,34,33,23,15,10,9,8,8,7,8,8,7,7,8,7,9,8,8,8,9,8,9,9,8,10,9,11,11,11,11,10,10,10,10,11,9,9,9,8,8,8,9,9,9,9,9,10,11,12,10,7,8,8,9,11,11,11,11,9,8,8,9,10,10,9,10,10,10,10,10,9,8,9,9,9,8,10,9,7,8,8,8,8,9,7,8,8,8,10,10,10
9,9,8,8,9,10,11,15,22,31,33,24,16,11,7,8,7,8,6,8,7,7,8,8,9,8,8,8,9,9,9,10,9,9,10,11,12,11,10,10,9,10,10,10,9,9,8,8,10,8,10,8,9,10,9,11,11,12,9,9,8,10,8,11,11,11,10,9,9,9,9,9,9,11,10,9,8,9,9,9,9,9,7,8,7,8,8,9,8,9,7,8,9,9,8,9,8,9,9,9
