10,9,11,9,9,9,9,10,9,9,8,9,10,10,9,9,9,8,14,28,54,59,36,17,12,12,12,12,11,12,13,10,13,12,12,15,18,22,25,27,25,25,21,21,20,23,29,32,29,34,46,59,71,76,79,68,64,56,47,36,26,16,14,14,12,10,9,8,8,9,9,11,11,10,10,11,12,11,12,11,11,11,11,12,11,12,12,9,9,10,10,9,11,11,10,10,11,9,13,14
10,11,9,9,9,9,8,9,8,8,10,10,10,11,9,8,9,10,17,43,73,82,48,23,11,12,10,10,10,11,11,11,11,12,12,16,17,24,25,31,29,25,22,22,28,42,49,46,30,25,30,42,54,63,62,58,44,34,27,21,17,15,13,14,10,11,10,10,10,10,9,9,10,11,10,13,11,13,11,12,11,9,11,10,10,13,10,12,9,11,10,10,11,10,11,10,10,11,10,13
12,10,10,10,11,11,10,11,11,9,10,11,11,11,10,10,9,12,20,40,70,69,44,24,15,13,11,11,11,11,11,10,11,11,13,13,18,27,32,31,30,26,25,35,52,65,69,53,35,22,23,25,36,38,40,35,32,22,19,16,14,12,14,12,12,11,12,8,10,10,11,12,11,11,11,12,13,13,12,12,12,10,12,11,10,9,11,13,11,9,11,9,10,10,11,10,13,10,12,12
11,11,10,11,10,10,11,10,9,10,8,10,9,9,9,8,11,12,17,27,40,46,38,30,24,16,13,11,11,10,10,10,9,12,11,15,19,23,27,27,25,23,32,59,77,89,74,50,30,19,19,19,18,22,22,20,18,17,16,14,13,12,12,12,11,13,10,9,11,9,11,11,12,12,13,13,13,14,13,13,12,11,11,11,9,11,11,12,9,9,10,9,10,11,14,15,13,13,12,13
10,9,10,10,11,12,10,10,9,9,11,9,11,10,10,9,11,12,12,17,27,34,41,42,32,17,14,11,11,11,9,8,10,12,13,16,17,21,24,24,21,26,49,72,92,78,56,34,21,19,16,14,14,14,16,13,15,13,14,14,14,10,11,11,11,11,11,10,10,11,12,12,13,13,13,14,16,15,13,14,13,12,10,12,10,10,11,11,12,11,11,9,11,14,22,26,20,18,15,12
11,10,9,10,12,9,8,9,9,10,8,8,9,9,11,9,9,11,11,14,22,37,44,44,30,18,11,12,11,11,11,10,10,11,11,16,16,19,19,21,20,29,52,74,73,55,33,25,18,16,13,14,12,13,11,13,12,13,12,13,11,9,10,11,10,11,10,10,9,11,10,12,11,12,16,14,14,15,14,13,11,14,12,11,10,11,11,11,11,11,12,10,13,24,32,33,28,20,16,13
10,9,10,10,9,9,10,10,8,9,10,8,9,9,8,10,9,8,10,15,23,33,43,35,28,18,15,12,12,10,11,11,11,12,12,16,16,17,20,18,22,30,39,46,44,31,22,17,14,12,12,11,11,12,13,11,13,12,12,11,11,11,11,11,12,11,10,9,9,10,11,12,14,14,16,15,14,14,14,15,13,10,11,10,10,9,9,11,11,11,10,12,17,32,42,37,26,20,14,13
9,10,9,10,10,8,8,7,8,9,9,8,10,9,9,9,10,10,10,16,19,24,25,22,19,16,14,12,11,9,13,11,12,11,12,13,15,18,17,20,21,22,24,25,23,19,16,15,12,11,11,11,12,11,13,12,13,11,10,11,11,12,11,11,11,11,10,10,10,12,12,13,14,14,13,12,14,13,13,14,11,11,11,12,10,12,11,10,12,12,12,13,18,30,37,33,20,16,14,12
9,11,10,9,9,9,9,9,9,10,11,9,10,9,10,9,8,10,11,13,19,18,17,15,16,13,13,11,13,12,11,11,12,11,13,14,16,19,18,18,18,17,19,16,16,14,14,11,11,10,11,10,10,12,13,12,13,12,11,12,13,11,11,10,10,9,11,10,10,11,12,12,13,13,15,13,12,12,15,14,12,11,12,11,12,11,14,12,11,12,13,13,19,24,31,25,18,14,15,12
10,9,9,10,9,11,8,8,9,9,7,10,9,10,10,9,9,8,10,13,15,17,15,13,11,12,12,12,12,13,12,12,13,12,15,16,18,20,20,18,17,18,15,15,13,11,11,12,10,11,10,11,10,12,12,13,12,11,10,11,10,10,10,12,11,9,10,9,12,15,12,13,14,13,11,12,11,13,12,13,11,11,12,11,10,10,11,11,11,12,12,14,14,20,23,24,15,13,13,13
11,10,8,9,9,9,10,9,9,8,10,10,10,9,9,9,8,9,10,13,16,15,14,11,11,11,10,10,12,12,12,14,14,14,20,20,26,24,22,20,17,18,15,16,12,13,11,10,10,9,11,12,10,11,12,12,10,10,12,11,11,10,10,10,10,9,10,10,12,11,12,12,13,11,13,10,12,11,13,12,12,12,11,11,11,10,11,12,12,12,14,10,15,19,24,21,17,12,12,12
8,9,8,9,10,9,9,8,10,9,10,8,9,10,9,9,8,10,10,13,15,17,14,12,10,10,11,12,13,13,12,15,15,20,30,35,36,32,24,22,18,18,16,14,11,11,11,10,11,10,10,11,10,10,12,13,12,12,10,11,11,11,9,10,10,10,10,11,11,10,11,11,12,13,12,11,12,12,13,13,11,12,11,10,11,12,11,11,11,9,10,12,17,24,31,26,16,13,12,11
9,9,8,9,9,9,9,8,10,7,10,10,10,9,9,8,10,9,10,11,16,14,13,11,10,10,12,10,12,12,13,15,20,37,53,58,50,37,28,20,17,16,16,12,12,11,10,10,12,10,9,10,11,10,13,11,13,12,12,10,10,10,10,10,11,10,10,9,11,9,13,12,14,12,12,10,13,13,15,15,12,11,11,11,11,12,11,10,10,10,11,12,17,27,33,30,21,12,13,11
9,9,8,9,10,10,10,9,10,9,9,9,9,9,10,9,11,10,10,12,14,15,12,11,10,10,12,11,12,14,14,24,42,62,76,75,56,37,25,21,18,17,15,12,13,12,9,10,10,10,10,9,10,11,10,11,11,12,12,12,11,8,11,11,11,11,10,11,11,12,13,16,16,17,15,13,14,15,15,13,12,13,11,13,11,10,10,11,10,9,11,12,18,26,29,25,17,13,12,11
8,9,10,8,8,9,11,9,8,8,9,9,10,8,10,10,11,11,11,12,14,14,12,10,10,10,10,10,12,13,23,43,70,83,81,67,50,33,25,21,19,16,14,12,11,12,11,11,11,11,12,11,9,11,11,12,12,11,12,12,12,11,10,10,11,10,10,12,14,15,17,22,28,27,22,15,17,17,17,13,13,12,12,9,11,10,12,12,13,11,11,12,15,19,21,17,15,12,11,10
8,8,9,9,9,9,10,10,9,9,9,11,9,10,9,12,13,15,12,14,14,15,12,10,9,9,10,10,13,16,29,58,85,86,64,51,39,32,27,21,19,15,15,14,12,11,9,10,11,9,10,11,11,11,11,12,12,11,9,11,11,12,11,12,10,11,11,13,13,17,21,34,42,41,30,20,14,14,13,14,13,10,10,10,9,11,13,17,17,15,10,11,12,12,12,12,12,12,10,10
8,9,9,9,8,9,8,10,8,8,11,10,10,10,10,14,19,22,18,13,15,15,11,11,10,10,11,11,13,17,29,57,70,69,52,39,31,28,26,21,18,15,13,13,11,12,10,11,9,11,11,11,10,12,12,12,12,13,12,12,9,12,10,12,12,11,12,13,17,20,31,44,53,47,38,25,17,14,14,14,12,11,11,10,11,12,20,23,24,18,13,10,11,9,11,11,10,11,11,10
8,8,8,9,8,9,8,9,8,10,9,11,11,11,11,20,30,32,22,18,17,17,13,11,11,9,11,12,15,19,25,40,48,48,41,40,33,28,23,19,18,16,14,13,12,11,11,10,10,10,11,11,11,12,11,13,13,11,12,12,11,11,11,12,12,12,16,18,21,35,46,58,54,44,31,25,17,16,14,12,12,11,11,13,12,17,26,35,30,23,15,12,10,11,9,9,10,12,11,11
9,9,8,9,10,9,9,8,11,12,12,10,11,10,15,24,32,36,32,20,18,18,14,11,11,10,12,14,15,16,17,21,28,33,37,37,35,29,26,22,20,17,14,12,11,10,10,10,10,11,12,11,11,12,12,13,12,13,13,12,12,11,12,11,14,14,20,27,40,57,69,68,59,39,25,20,16,14,14,12,12,9,11,11,14,28,51,56,40,22,16,13,11,9,10,8,11,13,10,10
8,9,9,10,8,9,9,9,9,9,11,11,11,13,19,27,32,36,25,18,19,21,15,13,11,10,12,11,14,12,14,15,22,26,32,37,32,31,28,24,20,16,15,11,12,10,10,10,11,12,10,11,13,10,12,12,12,13,13,11,10,13,11,13,14,22,33,48,68,90,89,81,60,35,23,18,16,15,14,13,11,13,10,11,18,41,71,86,56,23,13,13,9,10,8,10,11,11,10,11
8,9,10,9,9,10,10,9,10,12,14,14,12,16,26,33,30,25,18,19,20,20,17,11,11,9,11,13,13,15,14,15,18,21,26,31,35,27,27,21,21,17,12,12,12,11,10,10,11,10,10,13,12,10,11,12,11,12,13,11,13,10,11,13,19,33,56,80,105,124,124,96,59,31,21,15,15,13,16,13,11,11,11,12,20,44,75,82,58,27,15,11,10,11,11,10,12,11,12,10
10,8,8,9,8,9,10,9,11,16,20,18,15,20,30,34,27,21,13,14,17,20,12,11,10,9,11,11,11,12,13,15,18,20,23,27,29,28,23,23,17,17,13,14,11,12,10,12,11,11,10,11,11,11,12,11,12,12,12,12,12,12,11,14,21,45,75,107,130,146,139,102,58,29,20,17,15,15,13,12,11,13,11,12,18,30,50,55,40,25,16,14,10,11,10,9,10,8,11,11
9,9,11,10,10,10,11,9,16,23,32,24,22,26,31,33,25,17,14,13,14,15,14,12,9,9,9,10,11,11,15,14,18,20,24,26,29,25,23,18,18,13,13,12,12,10,10,11,11,11,12,12,11,11,13,12,13,12,13,13,13,13,15,17,26,47,79,111,134,138,124,86,49,28,18,16,16,14,16,12,12,12,14,13,15,17,23,24,20,18,15,13,13,11,10,9,10,8,10,9
9,9,10,10,10,10,10,14,20,30,35,32,22,27,27,23,16,16,13,12,13,13,12,10,9,10,10,11,12,13,13,15,16,19,22,24,28,24,20,16,16,14,12,11,13,12,9,11,10,12,12,12,9,11,11,12,12,12,12,12,14,16,16,19,24,38,68,97,101,100,86,61,36,24,17,18,15,16,16,14,12,13,12,12,10,15,12,15,12,14,12,12,12,11,9,11,9,9,10,10
9,9,9,9,11,11,13,14,23,30,39,28,23,21,19,15,12,12,12,12,13,14,12,11,11,8,10,11,12,13,12,13,16,20,21,24,26,26,19,15,14,12,13,12,13,12,13,10,12,12,12,12,10,11,12,13,12,15,14,13,17,19,22,18,22,32,53,69,75,63,54,36,27,20,20,20,18,20,25,21,17,13,12,11,11,11,14,12,13,12,12,11,11,12,10,10,10,10,10,8
