11,11,10,11,10,12,11,11,10,9,10,11,11,11,11,11,13,13,14,14,12,15,19,34,52,64,62,48,37,27,19,16,14,11,11,10,11,11,12,11,11,13,13,12,13,13,15,17,20,27,27,21,16,15,15,14,14,14,15,15,13,11,15,13,13,14,14,16,15,17,16,17,16,17,16,17,14,16,15,17,16,17,21,18,19,21,24,37,56,68,60,38,22,18,14,15,16,22,25,38
10,10,12,13,11,12,11,11,9,11,11,11,10,10,11,12,13,13,11,9,10,13,16,31,47,60,55,41,28,23,17,13,13,11,11,11,10,11,11,10,12,11,12,13,13,11,13,16,22,34,37,29,19,15,15,14,15,15,14,16,13,12,11,12,12,14,15,19,23,20,17,20,19,21,20,16,15,16,17,21,18,17,17,19,17,19,20,25,33,39,35,25,20,17,16,15,17,20,25,29
10,10,10,12,11,11,10,9,11,9,10,11,10,10,10,9,12,12,12,10,11,12,15,24,36,43,44,34,28,21,20,14,13,11,11,10,11,13,11,12,11,11,12,10,11,12,12,17,24,38,41,33,22,16,15,14,15,15,15,15,15,12,13,13,12,15,21,29,34,31,24,21,25,28,24,20,20,18,22,27,29,20,21,22,22,19,18,18,20,20,19,18,18,16,15,16,16,16,22,21
11,11,11,13,10,10,10,9,9,10,8,9,10,9,9,10,10,12,11,12,9,12,14,16,18,23,24,24,29,30,25,18,13,12,10,9,10,11,12,12,12,12,11,11,11,11,12,15,19,29,34,31,26,19,14,16,14,14,12,13,15,13,14,13,13,16,26,39,47,46,34,31,37,44,32,25,21,23,30,41,41,34,26,28,28,25,17,19,18,16,17,17,16,14,16,16,16,17,15,17
12,11,13,12,11,9,10,10,9,10,10,9,10,9,9,11,11,12,12,11,10,8,12,12,14,14,15,16,26,32,31,22,14,13,12,12,12,12,12,12,12,12,12,12,12,12,14,14,16,18,26,29,28,23,17,14,15,13,14,12,13,16,16,15,14,18,23,41,50,50,38,38,50,56,48,32,22,23,35,46,53,42,42,48,49,35,23,18,20,17,15,15,16,16,16,17,15,16,16,16
10,12,11,12,10,10,11,10,10,10,10,9,10,10,9,9,10,11,11,12,9,9,11,10,11,13,12,16,23,30,32,22,18,17,15,13,11,13,12,12,13,15,13,14,12,12,12,14,14,16,17,26,27,24,16,15,13,15,12,14,15,18,17,15,15,21,25,33,40,41,36,40,50,61,54,42,29,23,30,42,49,51,65,80,74,55,35,20,19,18,17,17,14,16,16,16,16,18,17,18
11,12,12,12,12,10,10,10,12,10,9,9,10,10,9,9,11,10,10,10,11,10,10,9,11,10,13,14,20,24,24,19,21,22,20,17,13,13,16,14,15,16,15,14,13,14,14,14,15,15,17,22,24,22,17,15,15,15,13,13,15,19,20,17,20,17,21,24,33,29,34,33,42,50,45,38,32,26,26,32,41,55,85,106,103,77,44,24,18,18,18,18,15,14,16,16,18,16,17,16
12,12,11,11,11,11,10,10,10,10,10,9,9,10,10,11,10,10,10,10,10,9,9,10,12,11,12,14,16,17,16,16,19,23,24,22,16,16,17,20,18,19,19,16,15,13,13,14,15,15,15,18,18,18,14,15,16,14,15,14,15,20,19,17,15,19,19,21,25,31,36,37,33,39,38,36,35,25,25,32,42,56,81,108,105,87,59,35,22,21,19,19,16,16,16,18,16,17,15,15
11,11,12,11,12,12,11,10,9,10,11,9,11,10,10,10,11,9,10,9,10,9,9,11,11,12,10,12,12,12,11,12,17,22,24,24,22,22,28,30,30,31,26,19,15,14,14,12,15,14,14,12,14,14,13,12,14,15,13,16,18,21,23,18,17,17,21,25,29,34,42,42,42,40,41,39,42,31,30,37,53,56,69,81,94,89,68,45,28,22,20,19,18,16,17,16,17,17,18,14
11,13,11,12,11,12,11,11,10,10,10,9,9,8,9,11,10,10,9,9,9,9,9,10,11,10,11,12,11,11,12,14,16,20,22,22,23,31,39,48,57,58,40,26,17,15,14,14,11,13,13,12,12,10,13,11,11,13,14,15,16,24,26,24,21,18,22,31,32,39,46,47,46,49,43,44,45,36,36,49,56,60,57,66,70,71,54,44,30,24,25,22,18,16,14,16,13,14,15,15
13,9,12,11,13,12,12,11,13,10,11,9,10,9,9,9,11,9,11,8,10,9,10,10,11,9,10,11,12,10,12,12,17,19,21,26,33,43,56,66,85,87,73,38,20,16,15,12,13,12,13,12,12,11,12,11,13,13,15,13,17,21,29,30,26,22,32,44,43,39,42,43,48,48,41,38,38,37,42,55,65,58,50,49,51,46,40,31,30,34,38,28,19,16,18,17,16,15,15,13
14,11,12,13,14,13,14,14,13,12,10,11,11,9,9,10,9,9,9,7,8,10,10,9,10,11,11,11,12,13,13,19,23,23,23,30,45,59,75,80,92,106,87,53,25,15,13,12,11,13,12,13,11,11,11,11,11,12,13,14,16,21,26,29,27,30,44,69,68,47,36,35,35,40,36,30,29,32,43,61,65,54,42,37,37,30,26,22,27,44,49,40,23,19,19,21,21,21,18,14
12,13,12,12,14,14,14,12,13,10,12,11,10,10,10,9,9,9,9,8,8,9,10,9,10,11,10,10,12,12,15,23,32,35,30,31,49,72,92,90,95,94,80,50,30,18,15,13,12,12,11,12,12,11,11,12,11,12,14,14,17,19,27,30,31,34,68,98,106,69,40,26,27,26,28,25,23,25,39,55,60,45,34,25,23,21,20,19,26,39,51,42,30,22,24,28,31,29,24,15
12,12,13,15,13,14,14,13,14,12,11,12,10,11,10,10,9,9,9,8,9,8,9,9,11,11,11,12,11,15,17,28,41,47,38,35,44,69,97,108,97,83,57,40,24,19,15,13,11,12,12,12,12,12,13,12,12,13,12,15,17,21,29,42,35,41,76,129,134,102,58,32,21,21,20,19,20,23,32,40,44,36,26,20,18,18,19,21,24,32,36,38,30,27,30,39,44,41,28,19
12,13,12,14,15,14,12,14,13,11,11,10,10,11,10,8,10,9,9,8,9,10,9,9,9,10,11,13,16,14,19,32,38,44,40,42,47,69,90,111,96,71,48,28,20,16,16,13,14,12,13,12,13,13,12,11,11,12,12,14,17,24,45,62,52,45,75,119,148,112,68,34,24,19,17,17,19,21,23,24,27,24,21,19,16,16,17,17,20,22,24,24,23,28,37,46,50,45,35,21
12,12,14,13,13,14,14,14,13,11,11,11,11,11,11,12,11,10,9,9,8,9,9,10,10,11,11,13,13,18,25,31,32,33,36,45,56,65,79,90,80,60,39,22,18,15,13,15,13,14,12,13,12,14,11,12,10,14,13,13,17,30,58,74,66,53,60,99,120,104,63,40,24,20,16,15,17,14,16,17,15,17,16,16,14,15,14,17,15,17,18,22,20,28,37,45,44,40,30,22
12,13,12,13,13,13,13,14,13,12,11,12,11,8,10,9,10,10,9,9,8,8,9,9,9,10,11,11,15,19,31,34,32,26,34,49,60,65,63,58,50,39,30,20,17,14,13,13,13,13,14,13,13,10,13,11,12,12,13,15,19,29,59,68,66,53,55,72,88,75,53,33,25,19,17,15,14,14,13,14,13,12,15,15,14,14,14,13,15,16,19,21,23,26,33,37,35,26,25,19
